"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1014.2","1016.1","1016.5","2022-03-10 07:34","1011.8","2022-03-10 14:59","20.2","27.6","2022-03-10 13:29","13.1","2022-03-10 06:15","12.5","64","35","2022-03-10 13:05","1.3","310","10.1","290","2022-03-10 14:53","0.0","0.0","0.0","...","0.0","...","9.4","79.4","23.92","13.5","6.3","10","2022-03-10 13:00","1.5"
"11","1012.0","1013.8","1013.9","2022-03-11 07:38","1009.5","2022-03-11 15:17","22.3","29.6","2022-03-11 13:19","15.3","2022-03-11 06:17","13.9","62","33","2022-03-11 13:19","1.1","300","9.0","310","2022-03-11 15:43","0.0","0.0","0.0","...","0.0","...","10.5","88.6","24.42","11.5","5.5","10","2022-03-11 13:00","0.3"
"12","1011.9","1013.7","1013.2","2022-03-12 09:06","1010.4","2022-03-12 14:47","21.8","27.3","2022-03-12 11:38","16.5","2022-03-12 06:07","17.0","76","44","2022-03-12 10:45","1.5","280","8.2","310","2022-03-12 14:33","0.0","0.0","0.0","...","0.0","...","10.7","90.1","23.70","11.0","4.0","10","2022-03-12 12:00","0.0"
"13","1011.4","1013.2","1013.4","2022-03-13 08:22","1008.4","2022-03-13 14:33","23.3","31.9","2022-03-13 13:29","16.6","2022-03-13 05:40","16.5","70","34","2022-03-13 13:16","1.1","270","7.9","270","2022-03-13 15:03","0.0","0.0","0.0","...","0.0","...","10.8","90.7","24.17","13.0","-4.8","10","2022-03-13 13:00","1.8"
"14","1010.2","1012.0","1012.7","2022-03-14 09:09","1008.0","2022-03-14 16:03","25.1","31.7","2022-03-14 14:50","20.0","2022-03-14 01:17","18.7","69","40","2022-03-14 14:50","1.1","280","6.8","300","2022-03-14 15:46","T","0.3","T","2022-03-14 04:08","T","2022-03-14 04:08","7.1","59.5","20.18","12.3","3.7","9","2022-03-14 12:00","4.8"
"15","1008.9","1010.7","1010.4","2022-03-15 08:40","1006.8","2022-03-15 15:08","25.2","30.8","2022-03-15 14:37","20.8","2022-03-15 04:34","19.4","72","41","2022-03-15 14:38","1.4","300","8.0","260","2022-03-15 13:16","0.0","0.0","0.0","...","0.0","...","10.2","85.4","22.33","11.5","6.7","8","2022-03-15 13:00","2.5"
"16","1010.1","1011.9","1011.6","2022-03-16 20:17","1008.2","2022-03-16 14:44","23.7","28.4","2022-03-16 12:47","20.3","2022-03-16 03:35","20.4","83","59","2022-03-16 14:13","1.3","300","6.7","260","2022-03-16 12:49","0.0","0.0","0.0","...","0.0","...","8.9","74.4","21.14","4.5","4.6","9","2022-03-16 12:00","2.8"
"17","1007.7","1009.5","1010.6","2022-03-17 00:01","1005.3","2022-03-17 16:08","25.2","30.4","2022-03-17 14:29","20.9","2022-03-17 05:28","20.6","77","52","2022-03-17 11:39","1.1","270","6.5","260","2022-03-17 15:44","0.0","0.0","0.0","...","0.0","...","3.3","27.5","15.29","10.0","4.3","7","2022-03-17 12:00","6.5"
"18","1006.3","1008.1","1007.8","2022-03-18 10:15","1004.9","2022-03-18 15:31","25.3","29.2","2022-03-18 12:37","21.8","2022-03-18 06:05","21.3","79","61","2022-03-18 17:31","1.5","300","9.6","290","2022-03-18 13:12","0.0","0.0","0.0","...","0.0","...","8.6","71.6","21.03","9.3","4.5","9","2022-03-18 13:00","3.5"
"19","1008.8","1010.6","1011.2","2022-03-19 23:52","1007.4","2022-03-19 15:14","24.3","28.6","2022-03-19 12:07","21.4","2022-03-19 22:57","19.8","77","56","2022-03-19 12:20","1.5","260","6.8","270","2022-03-19 15:10","0.0","0.0","0.0","...","0.0","...","3.0","24.9","15.49","5.3","4.5","7","2022-03-19 12:00","5.0"
"20","1011.7","1013.5","1013.5","2022-03-20 09:12","1010.1","2022-03-20 14:52","24.3","29.6","2022-03-20 13:58","20.9","2022-03-20 05:45","20.2","78","57","2022-03-20 13:14","1.1","280","6.8","250","2022-03-20 15:02","0.0","0.0","0.0","...","0.0","...","4.0","33.2","17.74","8.8","-3.2","8","2022-03-20 13:00","7.8"
"21","1012.2","1014.0","1014.5","2022-03-21 10:07","1010.2","2022-03-21 15:29","24.3","28.4","2022-03-21 15:56","21.7","2022-03-21 05:24","22.4","90","68","2022-03-21 14:14","0.7","120","4.9","170","2022-03-21 15:18","5.5","5.3","1.0","2022-03-21 10:11","2.5","2022-03-21 09:51","2.4","19.9","9.35","8.8","-0.6","7","2022-03-21 14:00","7.8"
"22","1011.2","1013.0","1012.9","2022-03-22 08:47","1009.5","2022-03-22 17:03","26.4","31.4","2022-03-22 12:17","21.5","2022-03-22 23:55","22.9","82","63","2022-03-22 15:59","1.3","280","10.5","300","2022-03-22 12:50","0.0","0.0","0.0","...","0.0","...","9.3","76.8","24.56","11.0","5.9","12","2022-03-22 13:00","4.5"
"23","1011.8","1013.7","1013.4","2022-03-23 20:12","1009.8","2022-03-23 02:40","20.0","22.7","2022-03-23 03:46","17.4","2022-03-23 23:59","18.8","93","82","2022-03-23 08:54","0.9","350","7.0","290","2022-03-23 10:57","17.5","9.7","1.5","2022-03-23 13:10","6.0","2022-03-23 12:56","0.0","0.0","4.00","7.8","-0.1","2","2022-03-23 13:00","10.0"
"24","1013.3","1015.1","1015.5","2022-03-24 10:16","1011.8","2022-03-24 15:03","20.3","23.8","2022-03-24 14:53","17.2","2022-03-24 00:16","19.1","93","82","2022-03-24 14:39","0.6","340","4.2","300","2022-03-24 00:05","0.5","3.9","0.5","2022-03-24 05:57","0.5","2022-03-24 05:57","0.0","0.0","8.07","2.8","-0.9","4","2022-03-24 11:00","10.0"
"25","1010.5","1012.3","1012.6","2022-03-25 08:23","1007.9","2022-03-25 15:31","25.8","31.4","2022-03-25 12:06","20.1","2022-03-25 04:03","21.9","80","53","2022-03-25 11:52","2.7","140","15.7","160","2022-03-25 14:18","T","0.5","T","2022-03-25 03:11","T","2022-03-25 03:11","8.6","70.7","23.06","11.8","-4.5","12","2022-03-25 12:00","2.3"
"26","1011.1","1012.9","1012.7","2022-03-26 09:36","1009.6","2022-03-26 15:07","27.5","32.1","2022-03-26 12:57","24.2","2022-03-26 06:05","23.2","79","50","2022-03-26 12:03","1.2","290","7.8","260","2022-03-26 12:28","T","0.1","T","2022-03-26 06:15","T","2022-03-26 06:15","7.3","59.9","22.41","11.5","6.0","13","2022-03-26 13:00","4.3"
"27","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"28","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"29","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"30","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
"31","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","...","..."
